id,CO2_working_capacity [mL/g]
68614,165.81862041536036
68615,73.36991499827232
68616,68.51838118621578
68617,54.03414388133395
68618,75.10065936578991
68619,67.61885749485128
68620,115.52276464513272
68621,156.83949236698766
68622,69.67890903623814
68623,143.2820564445001
68624,58.5237188014689
68625,73.53054530864921
68626,213.56035171725816
68627,159.23796992404286
68628,94.91040619856301
68629,105.45040605157682
68630,55.151097978263294
68631,57.2918536752328
68632,123.12510139628165
68633,80.86872101128576
68634,150.50508723034497
68635,134.7926926670727
68636,77.1749310683348
68637,84.61617858673199
68638,156.47186345831645
68639,119.6106467817634
68640,108.81319882765817
68641,221.25773881507104
68642,73.20932538736255
68643,80.45316450809804
68644,100.17302308119412
68645,86.39076877642819
68646,193.8279287869312
68647,103.70822264251281
68648,185.38212687197338
68649,65.77641632420404
68650,165.53315740660508
68651,83.01231398756622
68652,98.09214786779619
68653,135.1734996604271
68654,108.62927700918536
68655,103.38125301279774
68656,84.81140275710982
68657,209.77075306395653
68658,67.80173692219756
68659,88.76069692327665
68660,149.44220033307133
68661,130.6688079750031
68662,81.63662504755833
68663,91.53085361567507
68664,83.51662014363923
68665,82.61268427179104
68666,125.69401533648184
68667,114.82531085185825
68668,157.26922994210219
68669,104.99546005557576
68670,200.53809360702724
68671,96.06664023259829
68672,73.0502418132323
68673,135.79056911660987
68674,62.18678457770742
68675,85.59466273764978
68676,125.89478975049605
68677,127.87661674773514
68678,134.61608300786506
68679,82.81457436217057
68680,80.46823736078564
68681,94.28086372687152
68682,89.79450320543053
68683,70.39733005647324
68684,109.01066379750242
68685,76.5500582157275
68686,146.17049704485632
68687,88.35559021690634
68688,135.50981927885496
68689,82.48126354212134
68690,121.94353386249192
68691,145.78787208019878
68692,103.93874236121752
68693,145.95016265598505
68694,132.6936872794867
68695,114.50950296654584
68696,38.02306080011761
68697,104.1674314971408
68698,201.7930231241864
68699,40.287629669085646
68700,47.54685586097517
68701,152.54133232816437
68702,99.49332763504822
68703,110.62969788370135
68704,129.98774327772566
68705,85.13276032937858
68706,149.23304576765887
68707,122.11105608889449
68708,109.3083782146931
68709,133.9978577978865
68710,83.57944230103313
68711,114.17972211530257
68712,84.34642468723926
68713,47.55638197747505
68714,56.8677278798933
68715,108.41779575913864
68716,148.6547499183941
68717,64.58748532185211
68718,44.69516607812756
68719,48.47147429507606
68720,130.86515255091138
68721,201.28509352549835
68722,122.12126699019277
68723,104.02812782639273
68724,89.53425668675692
68725,100.42414903242693
68726,125.71160595758592
68727,109.67432519585545
68728,116.80796623483458
68729,167.13710008605128
68730,107.51438776612957
68731,134.06635640890931
68732,75.91235675147436
68733,84.739578780626
68734,116.74858978555785
68735,175.46998777056623
68736,47.46562365624311
68737,102.00842473979142
68738,135.7937036984707
68739,114.35122966389893
68740,177.77295782004788
68741,81.13759673083177
68742,120.12385868718967
68743,100.17686271029017
68744,170.73705821693505
68745,99.25652012449046
68746,89.1258640384274
68747,134.36920181468443
68748,95.52900706306262
68749,78.1361568263065
68750,89.91631509688658
68751,194.17178813424525
68752,125.16219775807745
68753,243.66838756260557
68754,118.07107244317706
68755,72.15283579246885
68756,109.57957142052103
68757,205.06897466964008
68758,219.55251683470374
68759,192.40926606538264
68760,143.30015903356346
68761,101.11665255943579
68762,66.78184202918679
68763,61.991276343858075
68764,89.61285426079064
68765,148.3469328712961
68766,53.59767745545496
68767,107.07466526405962
68768,110.35865295893224
68769,61.48803009630708
68770,152.49509516741486
68771,65.99832575042436
68772,60.54829350101926
68773,81.76405406245074
68774,67.96672516668728
68775,85.87431650445598
68776,88.75900547164724
68777,68.05698421265743
68778,66.96859890127872
68779,58.270376288083284
68780,127.95440479498215
68781,71.5317171461798
68782,103.89857755548978
68783,66.1483229080641
68784,84.49931440446328
68785,117.47626898626177
68786,101.12506298908477
68787,200.50953598373752
68788,65.05445368429962
68789,100.41626036812347
68790,232.82074416280057
68791,63.031008084447166
68792,108.20191424578158
68793,138.21346453107168
68794,94.1593805662608
68795,100.8771490644844
68796,79.84022136949105
68797,127.01401155496224
68798,59.38363913182569
68799,71.05138325862536
68800,57.22573135348329
68801,119.3501566506643
68802,100.76206358835094
68803,90.80825070376838
68804,67.81645441403867
68805,68.59253714568108
68806,99.74418667756854
68807,110.38020592925596
68808,59.97128140606324
68809,152.0921856816786
68810,100.00443802716069
68811,107.62886708415746
68812,96.56577156284376
68813,51.71356544074702
68814,101.71751921999409
68815,82.70511974966205
68816,212.83421527075032
68817,107.32533996025003
68818,75.49337780150073
68819,81.92785816760393
68820,156.6022560399278
68821,147.23887657652404
68822,256.9604870609366
68823,117.480067203421
68824,152.49363101153108
68825,72.93772163595354
